rating,key_theme_1,key_theme_2,key_theme_3,key_theme_4,key_theme_5,text,NPS
3.9,gives good feedback ,  respected ,  skip class? you won't pass. ,  extra credit ,  participation matters ,Do NOT buy the parkin book! you will never use it. do do the homework on a regular basis and do go to CL. It all really helps.,Passives
4.8,gives good feedback ,  participation matters ,  caring ,  amazing lectures ,  get ready to read ,"This was my first history class in years, but Professor Borgwardt made it really accessible. She was available readily outside of class to answer questions and her lectures were engaging and helpful. She expects a lot from you in terms of readings, but she's very clear about her expectations and helps you meet them.",Promoters
4.8,gives good feedback ,  participation matters ,  caring ,  amazing lectures ,  get ready to read ,"Professor Borgwardt is a very good professor who gives engaged, meaningful, and insightful lectures. Personally, I can find her to be a bit verbose and can spend too much time explaining the philosophical concept behind an assignment. However, the quality of her lectures and openness during office hours more than makes up for this.",Promoters
4.8,gives good feedback ,  participation matters ,  caring ,  amazing lectures ,  get ready to read ,"Professor Borgwardt is one of those professors that gives hope to the world of academia by ensuring future academics are mentored well. Her lectures and discussions are fascinating and she is attentive to students' and their interests outside of class. Her office hours are frequent. Her insight is incredibly valuable, and she is genuinely kind.",Promoters
4.8,gives good feedback ,  participation matters ,  caring ,  amazing lectures ,  get ready to read ,Excellent professor.,Promoters
4.8,gives good feedback ,  participation matters ,  caring ,  amazing lectures ,  get ready to read ,"Best professor I've had at WashU; great teacher, engaging and incredibly fair.",Promoters
4.8,gives good feedback ,  participation matters ,  caring ,  amazing lectures ,  get ready to read ,The best professor I have ever had! Recommend that anybody take a class with her if possible!!!,Promoters
4.8,gives good feedback ,  participation matters ,  caring ,  amazing lectures ,  get ready to read ,Best professor I have ever had.,Promoters
4.8,gives good feedback ,  participation matters ,  caring ,  amazing lectures ,  get ready to read ,No Comments,Promoters
4.8,gives good feedback ,  participation matters ,  caring ,  amazing lectures ,  get ready to read ,No Comments,Promoters
4.5,gives good feedback ,  inspirational ,  skip class? you won't pass. ,  extra credit ,  participation matters ,"If you miss a class, make it up. Do not wait till the end to makeup the classes or you may run out of options or time; a lot of fellow students I heard discussing how they had an F because they missed so many classes. You are MOSTLY graded in attendance and your knowledge of the terms.",Promoters
4.5,gives good feedback ,  inspirational ,  skip class? you won't pass. ,  extra credit ,  participation matters ,"She is so fun! Just make sure to not miss class, but even if you do, she allows as many makeup classes as you want! She's super cool.",Promoters
4.5,gives good feedback ,  inspirational ,  skip class? you won't pass. ,  extra credit ,  participation matters ,She is a wonderful instructor for yoga. I enjoyed the class and she worked with me on doing other positions if I could not do what others could because of an injury/surgery. She is very mindful of that.,Promoters
4.5,gives good feedback ,  inspirational ,  skip class? you won't pass. ,  extra credit ,  participation matters ,"Fun and interesting class, great for beginners.",Promoters
4.5,gives good feedback ,  inspirational ,  skip class? you won't pass. ,  extra credit ,  participation matters ,Best yoga instructor I've had! She is very enthusiastic and inspirational!,Promoters
4.5,gives good feedback ,  inspirational ,  skip class? you won't pass. ,  extra credit ,  participation matters ,Very fun class! Takes a while to get the hang of it.,Promoters
4.5,gives good feedback ,  inspirational ,  skip class? you won't pass. ,  extra credit ,  participation matters ,OMG Best teacher ever! I was a complete noob before I took her Yoga and Zumba classes and I was hooked ever since. She's really funny and points out the good/bad postures to everyone. She doesn't make me feel bad for being a fatty and she recognizes good effort.,Promoters
4.5,gives good feedback ,  inspirational ,  skip class? you won't pass. ,  extra credit ,  participation matters ,She only likes the people who know what they're doing and if you don't do it right after two weeks she makes you feel like an idiot. I liked what she was teaching but she's a bit arrogant about it. Beginners beware!,Promoters
4.5,gives good feedback ,  inspirational ,  skip class? you won't pass. ,  extra credit ,  participation matters ,Kim is excellent and makes Zumba lots of fun. But it would be good if she would turn the volume down. Loud music is bad for our hearing and hers!!,Promoters
4.5,gives good feedback ,  inspirational ,  skip class? you won't pass. ,  extra credit ,  participation matters ,"Kim Fujii is by far the best yoga instructor, especially if you're new to yoga. She makes it fun, peaceful, and i guarentee you'll feel the difference after her class =)",Promoters
4.5,gives good feedback ,  inspirational ,  skip class? you won't pass. ,  extra credit ,  participation matters ,"Wonderful, knowledgeable instructor",Promoters
4.5,gives good feedback ,  inspirational ,  skip class? you won't pass. ,  extra credit ,  participation matters ,"Loved this class. Kim is great, she is super friendly and really good at explaining things. This was a great introduction to kinesiology, which helps if you're taking any other anatomy classes",Promoters
4.5,gives good feedback ,  inspirational ,  skip class? you won't pass. ,  extra credit ,  participation matters ,"I took zumba with her...now like 3 times. It is my favorite class ever!!! I haven't taken many other zumba instructors but as far as i know, she is one of the best. Super energetic, always fun, puts you in a good mood, and makes you sweat like CRAZY!!! You get a tough but super fun workout each time. Take it! you don't have to know how to move/danc",Promoters
4.5,gives good feedback ,  inspirational ,  skip class? you won't pass. ,  extra credit ,  participation matters ,"Amazing instructor. I've took her Zumba course and it is the most fun I have had in an exercise class. Choreography is easy to pick up on( that is if you do not have 2 left feet). If the class slacks off, she will give the class a small lecture about how the moves should be done. Normally her ALL of her classes are super crowded. Register early. :]",Promoters
4.5,gives good feedback ,  inspirational ,  skip class? you won't pass. ,  extra credit ,  participation matters ,"i thought she would be demanding because on the first day she said she was a tough teacher! i'm not flexible, but as the class went on, all her threats were jokes and everyone just laughs and jokes with her. she turned out to be the best fitness teacher i've ever had! she doesnt push you past your limits, and she has alt poses if you cant do a pose",Promoters
4.5,gives good feedback ,  inspirational ,  skip class? you won't pass. ,  extra credit ,  participation matters ,"She's a scorpio and an only child. She's a giver. You'll know that after taking her summer and fall classes without a break. Great teacher, but very demanding. I'd recommend her personally, but alot of the class drops.",Promoters
4.5,gives good feedback ,  inspirational ,  skip class? you won't pass. ,  extra credit ,  participation matters ,Kim rocks the yoga world!,Promoters
4.5,gives good feedback ,  inspirational ,  skip class? you won't pass. ,  extra credit ,  participation matters ,Best Yoga Instructor on the Penninsula! Enough said!,Promoters
4.5,gives good feedback ,  inspirational ,  skip class? you won't pass. ,  extra credit ,  participation matters ,"great workout, and she makes it really fun- if incredibly challenging.",Promoters
4.5,gives good feedback ,  inspirational ,  skip class? you won't pass. ,  extra credit ,  participation matters ,"Really fun, nice person and interesting. She makes the class more personal by adding stories of her own and making us feel relaxed so we will try harder. Funny and cute, wonderful instructor.",Promoters
4,gives good feedback ,  tough grader ,  get ready to read ,NA,NA,"I took her class for the SYRCE Art History class. Her class is very easy and she makes Art History kinda interesting. She is very clear on what she wants from the class and is helpful with questions. Attendance does count for quite a bit, but missing a class here and there won't kill you. I would recommend taking this class! No textbook required.",Passives
4,gives good feedback ,  tough grader ,  get ready to read ,NA,NA,"Shaw is really tough and you definitely have to study hard and do the reading. However, she's one of my favorite art history teachers because she's SO passionate and because she cares about quality. She's really willing to put in the time to help you succeed, so long as you do the same. Not a lot of tests; puts more emphasis on writing.",Passives
4,gives good feedback ,  tough grader ,  get ready to read ,NA,NA,She is very unorganized! She also tends to make inappropriate comments about the art discussed. She does assign weekly readings and papers.,Passives
4,gives good feedback ,  tough grader ,  get ready to read ,NA,NA,"Are you an art major? If you are not, I would avoid this class. The professor gives a lot of reading for just a GE. The texts themselves were written by artists for artists, and are extremely confusing and inaccessible. The quizes are very long as well. This class actually has made me hate modern art, and I am becoming a less well-rounded person.",Passives
4,gives good feedback ,  tough grader ,  get ready to read ,NA,NA,"Cool teacher! Very funny at times and I enjoyed coming to class. However, when it comes to grading she is a beast. If you want to pass this class, I have three words for you: study, study, study.",Passives
4,gives good feedback ,  tough grader ,  get ready to read ,NA,NA,"She was an amazing teacher really funny and nice. Extremely helpful, fantastic class I loved it! Used the book for terms and just when we had to compare paintings. Midterm and final easy of you study for it, recommend flashcards.",Passives
4,gives good feedback ,  tough grader ,  get ready to read ,NA,NA,"BEST CLASS EVER! Tests are easy if you study your ass off, but it's worth it. Be prepared to start studying a week before the midterm and final. Other than that Shaw makes this class fun, interesting, and worthwhile. Attendance is necessary, but class is so interesting that you will want to be there.",Passives
4,gives good feedback ,  tough grader ,  get ready to read ,NA,NA,"She is a great teacher, but if you don't know art well, don't take the class. It's hard. But it did like it. Midterm, 2 papers, and final or a paper. You pick one.",Passives
4,gives good feedback ,  tough grader ,  get ready to read ,NA,NA,I was not interested in art at all coming into class but now i LOVE it! She makes everything so interesting and has a sense of humor while teaching it. SHes really nice but you HAVE to come to class and participate. dont buy the textbook! amazing class i recommend taking it but be ready to write essays for the exams!,Passives
4,gives good feedback ,  tough grader ,  get ready to read ,NA,NA,"Prof. Shaw was average in most areas. However, she wouldn't respond to my e-mails, and she doesn't seem particularly enthused about helping a brotha out. It is unlikely that she will make much of an impression on you, either positive or negative.",Passives
4,gives good feedback ,  tough grader ,  get ready to read ,NA,NA,"Jennifer was a great teacher, she relies a lot on her TA but none the less is very clear and interesting. You don't need to buy the books just go to class and almost everything on exams is right out of class.",Passives
4,gives good feedback ,  tough grader ,  get ready to read ,NA,NA,"Shaw is an easy professor as long as you go to class. Do NOT buy the textbook, I never opened it. she tells you everything you need to know in class.",Passives
4,gives good feedback ,  tough grader ,  get ready to read ,NA,NA,"A good teacher, very good at what she does, but pretty ****y and often misses class or things come up in personal life.",Passives
4,gives good feedback ,  tough grader ,  get ready to read ,NA,NA,"I am not an Art History major but I found this class to be very interesting. There is a lot of memorization required which can be time consuming. I don't think she was that hard with grading, especially if you take notes and study them before the exams since all of the questions come straight from the lecture.",Passives
4,gives good feedback ,  tough grader ,  get ready to read ,NA,NA,"Very interesting class, she puts it all in an understandable historical context. The art and the context takes precedence over memorizing artist/title/date. Lots of reading.",Passives
4,gives good feedback ,  tough grader ,  get ready to read ,NA,NA,"Great teacher. Her lectures can be long but she is very clear about the subject. you dont have to buy the book, she explains all the concepts that you are expected to know in class. She made the class quite interesting. Recommended.",Passives
4,gives good feedback ,  tough grader ,  get ready to read ,NA,NA,She is a great teacher and you will learn a lot from her. Class work is very time consuming though so don't take an upper division class from her if you are not going to have a lot of time to put into the class. Make sure to do the weekly assignments because they make a difference in your final grade. Is always will to help you and go over things.,Passives
4,gives good feedback ,  tough grader ,  get ready to read ,NA,NA,"Shaw only receives good ratings because mostly everyone taking her are ARTH majors themselves, with a real passion for the subject-- quality of professor be damned. As someone who is not an ARTH major, I can assuredly tell you that she's impossible. She's an unreasonable grader with the essays and midterm. I wouldn't take her unless you have to.",Passives
4,gives good feedback ,  tough grader ,  get ready to read ,NA,NA,"Very fair grading. You never have to read, just show up to class.",Passives
4,gives good feedback ,  tough grader ,  get ready to read ,NA,NA,"Great class, great professor. Her lectures are interesting and not too much work is required in the class, just study for test.",Passives
4.1,gives good feedback ,  extra credit ,  get ready to read ,  participation matters ,  lots of homework ,By far one of the best class I have taken so far. Required to write a lot of essays but that is the good part about it. You can really see how much you improve from the first essay to the last essay. Definitely recommend!,Passives
4.1,gives good feedback ,  extra credit ,  get ready to read ,  participation matters ,  lots of homework ,Best professor in the Menifee campus. Very easy and fun class coming from someone who used to hate english. I took her for 92 and 101 and now I am her SI leader (class tutor). I highly recommend this class. You can get an easy A if you keep up with the work. Wonderful person.,Passives
4.1,gives good feedback ,  extra credit ,  get ready to read ,  participation matters ,  lots of homework ,The best English class I ever had! Her instructions are clear and brief. She is a very easy going professor. The paper are super easy and you even get to revise it for a higher grade.,Passives
4.1,gives good feedback ,  extra credit ,  get ready to read ,  participation matters ,  lots of homework ,Best teacher ever.,Passives
4.1,gives good feedback ,  extra credit ,  get ready to read ,  participation matters ,  lots of homework ,"This teacher taught me a lot. I asked for help all the time and she always helped me. The class was hard, though I learned and isn't that what teachers are about? Kindness, is one word that discribes Lorrie. I liked her because she was good at what she does 'English writing & grammar' and found it easy to talk to her.",Passives
4.1,gives good feedback ,  extra credit ,  get ready to read ,  participation matters ,  lots of homework ,Best English teacher I have ever known. She is so helpful and goes above and beyond for her students!!! I would take her for 103 if she taught it.,Passives
4.1,gives good feedback ,  extra credit ,  get ready to read ,  participation matters ,  lots of homework ,Very confusing. Weekly instructions reprinted from past courses with incorrect dates and misspellings. Poor instructor. She does not seem to comprehend higher level literature.,Passives
4.1,gives good feedback ,  extra credit ,  get ready to read ,  participation matters ,  lots of homework ,"Very easy professor. Lenient grader, lets you resubmit two of the essays, not a lot of work, had to read three very interesting novels, gives you ample time for assignments. One essay per month. Learned a lot form this professor. Do take her!!",Passives
4.1,gives good feedback ,  extra credit ,  get ready to read ,  participation matters ,  lots of homework ,"Took Child's Lit. In class assignments are easy. Homework should be easy but she expects essays to be written like an 8th grader. I am an A English student and I got Cs on some of the essays I turned into her. However, she allows you to rewrite papers for a higher grade. Final was super easy! She comes off as rude sometimes.",Passives
4.1,gives good feedback ,  extra credit ,  get ready to read ,  participation matters ,  lots of homework ,"She is good, you will learn alot",Passives
4.1,gives good feedback ,  extra credit ,  get ready to read ,  participation matters ,  lots of homework ,"Good teacher. Hard grader, and bad handwriting, but still nice.",Passives
4.1,gives good feedback ,  extra credit ,  get ready to read ,  participation matters ,  lots of homework ,Too much work for very few points.,Passives
4.1,gives good feedback ,  extra credit ,  get ready to read ,  participation matters ,  lots of homework ,she is very helpful and her assignments are clear. If you do your work you will have no problem.,Passives
4.1,gives good feedback ,  extra credit ,  get ready to read ,  participation matters ,  lots of homework ,Class had a lot of busy work activities. Her grading is extremely hard and sometimes confusing.,Passives
4.1,gives good feedback ,  extra credit ,  get ready to read ,  participation matters ,  lots of homework ,"if she doesnt like your writing style your doomed... i did not like her because when i asked her for help on a couple of essays, she gave me responses and then marked me down for the way she told me to correct them... shes nice but dont pick her if your writing style is unique and not to her liking",Passives
4.1,gives good feedback ,  extra credit ,  get ready to read ,  participation matters ,  lots of homework ,She is awesome. She will bend over backwards to help you. Great teacher.,Passives
4.1,gives good feedback ,  extra credit ,  get ready to read ,  participation matters ,  lots of homework ,No Comments,Passives
4.1,gives good feedback ,  extra credit ,  get ready to read ,  participation matters ,  lots of homework ,i have had this teacher for many classes and she is a wonderful teacher. she really helps you write in new and interesting ways. she may require some work out of you but it is well worth it.,Passives
2.6,gives good feedback ,  accessible outside class ,  caring ,  inspirational ,NA,super hard class but she was a great prof,Detractors
2.6,gives good feedback ,  accessible outside class ,  caring ,  inspirational ,NA,She co-taught the class with Dr Melendez. As a result I believe most people compare her to Melendez. That being said many dislike her because she doesnt spoon feed you everything that you need to know for the tests (which Melendez does). But if youre willing to pay attention during lecture and actually work a little for the class she's a great prof,Detractors
2.6,gives good feedback ,  accessible outside class ,  caring ,  inspirational ,NA,She is amazing. She came around to every single recitation to try to get to know her students ( enough said). she will always be there for you to answer any questions you have and will defiantly try to curve your grade up (a bit) if she sees you're hard working and diligent.,Detractors
2.6,gives good feedback ,  accessible outside class ,  caring ,  inspirational ,NA,"Prof Katty is great. I'm currently having her. I do not know why people complain. Genetic is a challenging subject. Work hard, read the textbook and you willbe ok. She has a good knowledge of the subject. I do not blame the prof for poor grade but the effort. u get what you put in. i recommand katty but be prepare to work hard, read the texbook.",Detractors
2.6,gives good feedback ,  accessible outside class ,  caring ,  inspirational ,NA,"I love genetics, but am very disappoinetd with this class and professor. Her lectures are based on 30 pictures taken from text book. She will read the captions ""word for word"" out of the book. SHe can't explain anyhting. LOts of homework problems, NOT COVERED in class or recitation. And they're on exams? HOW is that acceptable? worst prof so far",Detractors
2.6,gives good feedback ,  accessible outside class ,  caring ,  inspirational ,NA,"She's a heavy powerpoint user. Concentrate on all the material on the slides as they will show up on the tests. The problem is that sometimes obscure information shows up on the tests as well. Very clear and articulate in the lectures, but sometimes doesn't match the tests.",Detractors
2.6,gives good feedback ,  accessible outside class ,  caring ,  inspirational ,NA,"Lecture is boring she has pictured from textbook in PowerPoint and she explains them. Recitations are very important they are guaranteed to be in the test. No reviews so going to lecture gives a sense on what?s on the test, she has difficulty explaining thing but go to her office if u need help.",Detractors
2.6,gives good feedback ,  accessible outside class ,  caring ,  inspirational ,NA,"wish I would've looked @ this site b4 choosin her class bc comments r right on target. I read every single chapter covered, did every single HW problem & studied a great deal & ended up with B-. She doesn't knw answers 2 most questions asked by students & her lectures r useless, she uses images from textbook only in slides & exams are hard. BEWARE!",Detractors
2.6,gives good feedback ,  accessible outside class ,  caring ,  inspirational ,NA,"Horrible...please don't waste your time with this women.Take genetics somewhere else.Not only is she extremely boring, but she is extremely inept as well.Many questions were asked by students,most of which she could not answer.She even admitted that she has a difficulty with teaching genetics.Very disappointing considering her PHD status.",Detractors
2.6,gives good feedback ,  accessible outside class ,  caring ,  inspirational ,NA,"I enjoy Genetics but it is not my most natural subject. I read the book for every chapter covered in this class, and to be frank, the textbook was rather useless for the majority of the chapters. Her lectures derive directly from the textbook with no explanation provided. While she is rather approachable she simply cannot answer questions, it se",Detractors
2.6,gives good feedback ,  accessible outside class ,  caring ,  inspirational ,NA,Genetics class is hard. She puts very tricky questions on exam.READ EVERY WORD OF EXAM. She uses clickers so you must attend class but you cant take notes in class. Slides are exact copies from textbook - she puts no work into teaching. She is a NICE person but a bad teacher. You really have to study to pull an OK grade. Overall not Recommended . .,Detractors
2.6,gives good feedback ,  accessible outside class ,  caring ,  inspirational ,NA,"The most horrible teacher ever!! She is not organized, doesn't help you out, and also gives no review sheet, places wrong answer keys to previous exams, just bad. She teaches from the textbook. and the exams are hard, really hard",Detractors
2.6,gives good feedback ,  accessible outside class ,  caring ,  inspirational ,NA,"Class was a Joke. Easy bio class, just do your work. Slides are simply images from books so no extra info to remember. Tests are relatively simple and recitation is easy.",Detractors
2.6,gives good feedback ,  accessible outside class ,  caring ,  inspirational ,NA,slides are not helpful n not organized.. no notes at all..,Detractors
2.6,gives good feedback ,  accessible outside class ,  caring ,  inspirational ,NA,"Great class- really simple exams, mostly mc",Detractors
2.6,gives good feedback ,  accessible outside class ,  caring ,  inspirational ,NA,She's very hard and she uses only the slides which are not helpful at all. The exams are dam hard.,Detractors
2.6,gives good feedback ,  accessible outside class ,  caring ,  inspirational ,NA,"This proff, doesnt know how to teach.",Detractors
2.6,gives good feedback ,  accessible outside class ,  caring ,  inspirational ,NA,"The class was so interesting, and the subject was fascinating. you can tell that she realy likes the subject too, also even though sometimes she may seem unapproachable, she is very willing to answer questions, and appreciates good ones. The tests are fair, you need to study, but they're not (usually) ment to trick you.I totally recommend this clas",Detractors
2.6,gives good feedback ,  accessible outside class ,  caring ,  inspirational ,NA,"Slightly boring lecturer, but she knows her stuff and her tests are pretty fair.",Detractors
2.6,gives good feedback ,  accessible outside class ,  caring ,  inspirational ,NA,"THis woman is a condescending mean individual.Doesnt care about anything, its her way or no way and her lectures are sooooooo boring. Tough grader and her minons are morons too.",Detractors
4,gives good feedback ,  participation matters ,  skip class? you won't pass. ,NA,NA,"He was alright, some of the lectures weren't all that clear and sometimes he seemed a little unenthusiastic but not bad",Passives
4,gives good feedback ,  participation matters ,  skip class? you won't pass. ,NA,NA,"Christian is like a wizard. It takes him 3 months to teach what the math department takes 2 courses, 2 profs, and 8 months to teach (poorly). Truly magical!",Passives
4,gives good feedback ,  participation matters ,  skip class? you won't pass. ,NA,NA,Super helpful and very clear in his lecture and in his email. Very nice proff. and I would totally take another course with him again if I could.,Passives
4,gives good feedback ,  participation matters ,  skip class? you won't pass. ,NA,NA,Really good proof and very clear in his lecture. Assignments and exams are fair. Very nice and helpful.,Passives
4,gives good feedback ,  participation matters ,  skip class? you won't pass. ,NA,NA,Nicest prof! really makes you think about the concepts. Reading online class notes will help a lot.,Passives
4,gives good feedback ,  participation matters ,  skip class? you won't pass. ,NA,NA,A really good teacher!,Passives
4,gives good feedback ,  participation matters ,  skip class? you won't pass. ,NA,NA,thinks hes better than he is.,Passives
4,gives good feedback ,  participation matters ,  skip class? you won't pass. ,NA,NA,the best prof ever,Passives
4,gives good feedback ,  participation matters ,  skip class? you won't pass. ,NA,NA,Christian is great! Take anything you can with him!!!!!!!!!!!!!!!!!!!!!!!!!,Passives
4,gives good feedback ,  participation matters ,  skip class? you won't pass. ,NA,NA,"Christian is awesome! The best prof that I have had here at UBC so far! Very helpful, great class, fun and interesting lectures. He is very fair, and doesn?t like conventional teaching methods, rather he will teach you why something is the way it is. Thanks Christian, loved your class!",Passives
4,gives good feedback ,  participation matters ,  skip class? you won't pass. ,NA,NA,"Nice guy, really easy. His in class notes aren't the greatest, but his handouts are good.",Passives
4,gives good feedback ,  participation matters ,  skip class? you won't pass. ,NA,NA,No Comments,Passives
4,gives good feedback ,  participation matters ,  skip class? you won't pass. ,NA,NA,A very smart guy. He knows well what he's teaching. Very open to questions. Clear notes.,Passives
4,gives good feedback ,  participation matters ,  skip class? you won't pass. ,NA,NA,"I think he's a first time instructor, but he's really nice and tries hard to make us understand. Very willing to help and always looking for feedback on class.",Passives
4.8,gives good feedback ,  participation matters ,  respected ,  hilarious ,  skip class? you won't pass. ,"David Briggs is the best teacher I have ever had in any subject. He is knowledgeable, kind, funny, and helpful. Both his classes are excellent and have taught me a lot about the subject matter and life in general. His classes are great to get you in shape and have fun and learn.",Promoters
4.8,gives good feedback ,  participation matters ,  respected ,  hilarious ,  skip class? you won't pass. ,This is one of the best classes I have taken at Bucks. He really cares if you can protect yourself in the real world . You can apply what he teaches to you in you daily life.. This is a class i recommend for every student ... He is a great inspiration.,Promoters
4.8,gives good feedback ,  participation matters ,  respected ,  hilarious ,  skip class? you won't pass. ,Briggs is an excellent teacher. He cares about his students and helps you succeed with understanding self defense tactics!,Promoters
4.8,gives good feedback ,  participation matters ,  respected ,  hilarious ,  skip class? you won't pass. ,"BEST Professor I've ever had. SOO Encouraging, Humerous and Genuinely Sweet. Highly recommended for any and all courses he teaches. Master of MANY FORMS OF MARTIAL ART....",Promoters
4.8,gives good feedback ,  participation matters ,  respected ,  hilarious ,  skip class? you won't pass. ,"anyone who complains about Briggs is an idiot. Yes there are papers and tests. ITS A COLLEGE COURSE MORON, not a tiger schulmans. Of course you have to do some work besides just tai chi.Besides, he makes the tests and the papers as laid back and easy as he possibly can. You could have written about anything and he would have accepted it. Great guy!",Promoters
4.8,gives good feedback ,  participation matters ,  respected ,  hilarious ,  skip class? you won't pass. ,"I took tai chi as a gym class because i needed to for my major. I figured it would be easy and hardly any out of class work for a 2 credit physical education class. So he gives us two 5 page papers to write on basically nothing, and 2 tests. who the hell does he think he is? dont take tai chi unless your looking for added pointless homework",Promoters
4.8,gives good feedback ,  participation matters ,  respected ,  hilarious ,  skip class? you won't pass. ,Dave is a great guy. He really knows how to engage the class and make you extremely interested in what he is teaching you. He's tough but fair. Definitely the only professor you should be learning personal defense from. He is the man.,Promoters
4.8,gives good feedback ,  participation matters ,  respected ,  hilarious ,  skip class? you won't pass. ,"I had Briggs for pers. def. Each day we would start with a warm-up & then cont. on with learning basic self def. skills. Class was fairly easy there is a short midterm & final each had about 20 ques. For both midterm & final u hav to show him ur ""moves."" He asks for a movement taught & u then have to do it, this is the 2nd pt. of the test. He's",Promoters
4.8,gives good feedback ,  participation matters ,  respected ,  hilarious ,  skip class? you won't pass. ,"Mr. Briggs is down to earth, entertaining, very knowledgable and made me care about a course that was originally just to satisfy a requirement.",Promoters
4.8,gives good feedback ,  participation matters ,  respected ,  hilarious ,  skip class? you won't pass. ,"If ever you wanted a real life Yoda, Dave is the man. Humorous, friendly, engaging and actively involved in students' goals and inquiries. Sometimes he invites the class to stay after if they like to practice more advanced techniques. I'm very glad to have taken this class; I wish I were still in it!",Promoters
4.8,gives good feedback ,  participation matters ,  respected ,  hilarious ,  skip class? you won't pass. ,Cool teacher. He helped me a lot and made me feel like I was wanted there :). I am an international student and Dave really helped me not feel weird. He always explained things to me and to the other students and had a huge smile on his face. Great instructor!,Promoters
4.8,gives good feedback ,  participation matters ,  respected ,  hilarious ,  skip class? you won't pass. ,This was a great class. i don't think i ever missed a class he was a great guy and would recomend it for you gym credit or just to take it,Promoters
4.8,gives good feedback ,  participation matters ,  respected ,  hilarious ,  skip class? you won't pass. ,"Briggs is an excellent teacher and keeps everyone in the class motivated. Take Tai Chi. Not only do you learn the technique, but insiteful points on the history of it. Also a great guy to hang out with and ask for advice.",Promoters
4.8,gives good feedback ,  participation matters ,  respected ,  hilarious ,  skip class? you won't pass. ,David is one of the coolest and most down to Earth teachers I have ever met. His defense class if very informative and helpful for the real world. It is highley recommended to take him for Tai Chi. His class is amazing and ill never forget it. Meditation is a huge part of my life now. Thanks Dave!!,Promoters
4.8,gives good feedback ,  participation matters ,  respected ,  hilarious ,  skip class? you won't pass. ,"Dave is highly motivated, professional yet relaxed, and dedicated to his students. Very talented and a descent guy. He gives good advice to his students (not just related to personal defense). Take his class.",Promoters
4.8,gives good feedback ,  participation matters ,  respected ,  hilarious ,  skip class? you won't pass. ,Dave ROCKS! His class was so fun and physical. He makes you feel wanted in class no matter what your skill level. And the extra arm and wrist locks he taught me and only me in class were awesome...helped me beat my partner up for the final...HAHAHA. Take Dave!,Promoters
4.8,gives good feedback ,  participation matters ,  respected ,  hilarious ,  skip class? you won't pass. ,"He's an excellent instructor. No matter what skill level you are physically, he will never make you feel out of place. All around great teacher who obviously loves his job. Very highly recommend for Personal Defense and Tai Chi.",Promoters
4.8,gives good feedback ,  participation matters ,  respected ,  hilarious ,  skip class? you won't pass. ,No Comments,Promoters
4.2,gives good feedback ,  inspirational ,NA,NA,NA,"Fred Smoler, is by far one of the finest professors in SLC. I was a part of his class by complete chance, and was so glad to be in his class. Can't wait to take his alternate history class coming up this semester. He is a brilliant teacher and truly inspirational.",Passives
4.2,gives good feedback ,  inspirational ,NA,NA,NA,"This was my *experimental* class, and I liked it, but it was a ton of reading. It was also difficult for me to focus in the lectures, it was a bit too much for me. I'm glad I took it, and I'm sure a seminar would be very different.",Passives
4.2,gives good feedback ,  inspirational ,NA,NA,NA,"If you are a serious student, or even if you are a slacker, Fred will amaze you. Fred is the ideal professor to do conference work with. Several times I have forgotten to speak in class because I loved listening to him talk.",Passives
4.2,gives good feedback ,  inspirational ,NA,NA,NA,"I took four separate classes with Fred, and he was without a doubt the single best teacher I've ever had at any level. He knows everything about everything, always has a book recommendation, can hold court for hours. Take whatever you can with him - particularly his more history-oriented classes.",Passives
4.2,gives good feedback ,  inspirational ,NA,NA,NA,"Fred is a walking encyclopedia with a dry sense of humor. Anytime you hear a negative review, it's always from a student who couldn't keep up with him. He's a brilliant man who expects to be teaching brilliant students. The quintessential professor... a legend, and deservedly so.",Passives
4.2,gives good feedback ,  inspirational ,NA,NA,NA,"Brilliant, scholarly guy. His seminars are really just lectures with fewer students, but he can be entertaining to listen to and you can learn a lot from him. Had trouble keeping up with what he said sometimes, though. Assigns TONS of reading--don't expect to get it all done. Be prepared for intense conference work.",Passives
4.2,gives good feedback ,  inspirational ,NA,NA,NA,Fred is like getting sparknotes on steriods - he is one of the smartest professors on campus and I've probably gotten more out of one of his classes than many other combined.,Passives
4.2,gives good feedback ,  inspirational ,NA,NA,NA,"Well spoken and very smart, but has a gigantic ego. Group conferences were just mini lectures. Written evaluation is based only on the second class paper.",Passives
4.2,gives good feedback ,  inspirational ,NA,NA,NA,"It doesn't get any better than Fred. He's brilliant, hilarious, and can keep a lecture hall thoroughly stimulaeted. Deep-voiced, big on the tweed and the only person I have ever heard use the words ""polemical"" and ""****"" together in a sentence, Fred satirizes an archetypal professor; ""walking the walk"" but actually being much, much better.",Passives
4.2,gives good feedback ,  inspirational ,NA,NA,NA,It's very true. He's one of the best.,Passives
4.2,gives good feedback ,  inspirational ,NA,NA,NA,One of the best professors on campus,Passives
4.2,gives good feedback ,  inspirational ,NA,NA,NA,Great guy!,Passives
3.7,gives good feedback ,  participation matters ,  tough grader ,  lots of homework ,  skip class? you won't pass. ,After her class she sends some students to take CATW again.I took CATW and I passed so I skipped EAP,Passives
3.7,gives good feedback ,  participation matters ,  tough grader ,  lots of homework ,  skip class? you won't pass. ,Although she is a little tough but if you do everything on time you will be fine. She is good teacher,Passives
